price;state;country;nombre_de_chambre;surface_living;surface_lot;condition;date
1180500;Seattle;USA;3.0;1610.0;15005.0;4.0;22/05/2014
635700;Sammamish;USA;5.0;3240.0;6863.0;3.0;22/05/2014
482000;Woodinville;USA;4.0;2230.0;4372.0;5.0;22/05/2014
168000;Seattle;USA;2.0;1160.0;1458.0;3.0;22/05/2014
805000;Seattle;USA;2.0;2410.0;102366.0;4.0;22/05/2014
398000;Black Diamond;USA;1.0;590.0;833.0;4.0;22/05/2014
665000;Newcastle;USA;4.0;2600.0;5390.0;4.0;22/05/2014
592500;Redmond;USA;4.0;2170.0;10500.0;4.0;22/05/2014
940000;Seattle;USA;4.0;2080.0;3500.0;5.0;22/05/2014
655000;Sammamish;USA;3.0;2860.0;43821.0;4.0;22/05/2014
622500;Snoqualmie;USA;4.0;2980.0;8051.0;4.0;22/05/2014
380000;Seattle;USA;3.0;1230.0;6000.0;4.0;22/05/2014
648360;Kirkland;USA;4.0;2260.0;7200.0;4.0;22/05/2014
432000;Redmond;USA;3.0;2200.0;5000.0;3.0;22/05/2014
1050000;Bellevue;USA;3.0;3030.0;9053.0;3.0;22/05/2014
353250;Seattle;USA;3.0;1060.0;7920.0;4.0;22/05/2014
1000000;Sammamish;USA;4.0;4260.0;18000.0;3.0;22/05/2014
320000;Seattle;USA;3.0;998.0;844.0;3.0;22/05/2014
349900;Federal Way;USA;4.0;2052.0;3723.0;3.0;22/05/2014
330000;Kent;USA;4.0;3150.0;67518.0;4.0;22/05/2014
408000;SeaTac;USA;3.0;1950.0;5689.0;3.0;22/05/2014
321000;Seattle;USA;3.0;1347.0;1292.0;3.0;22/05/2014
1051000;Issaquah;USA;4.0;3860.0;18334.0;3.0;22/05/2014
2150000;Bellevue;USA;4.0;5060.0;10320.0;3.0;22/05/2014
359000;Seattle;USA;4.0;1360.0;13372.0;3.0;22/05/2014
300000;Seattle;USA;3.0;2760.0;17377.0;3.0;22/05/2014
380000;Seattle;USA;4.0;2420.0;10200.0;4.0;22/05/2014
660000;Redmond;USA;5.0;2450.0;6994.0;3.0;22/05/2014
355000;Seattle;USA;3.0;1280.0;7524.0;4.0;22/05/2014
259000;Auburn;USA;3.0;1550.0;4980.0;3.0;22/05/2014
353000;Seattle;USA;1.0;550.0;1279.0;3.0;22/05/2014
430000;Seattle;USA;3.0;1520.0;9030.0;3.0;22/05/2014
460000;Seattle;USA;3.0;1670.0;1596.0;3.0;23/05/2014
80000;Carnation;USA;1.0;430.0;5050.0;2.0;23/05/2014
782000;Bellevue;USA;4.0;2380.0;5000.0;3.0;23/05/2014
218000;Enumclaw;USA;3.0;960.0;8106.0;3.0;23/05/2014
325000;Seattle;USA;3.0;1920.0;8223.0;4.0;23/05/2014
980000;Seattle;USA;4.0;3680.0;18804.0;3.0;23/05/2014
902000;Bellevue;USA;4.0;2530.0;8169.0;3.0;23/05/2014
556000;Federal Way;USA;4.0;3840.0;85728.0;3.0;23/05/2014
662990;Seattle;USA;2.0;1240.0;3000.0;3.0;23/05/2014
225000;Ravensdale;USA;3.0;1300.0;6710.0;4.0;23/05/2014
439950;Renton;USA;4.0;2380.0;5000.0;3.0;23/05/2014
175000;Auburn;USA;3.0;1300.0;6710.0;4.0;23/05/2014
306000;Woodinville;USA;2.0;780.0;6685.0;4.0;23/05/2014
235000;Kent;USA;4.0;1810.0;7500.0;2.0;23/05/2014
399500;North Bend;USA;4.0;2420.0;10200.0;4.0;23/05/2014
478000;Seattle;USA;3.0;1280.0;7524.0;4.0;23/05/2014
515000;Seattle;USA;3.0;1680.0;1570.0;3.0;23/05/2014
550000;Renton;USA;4.0;2510.0;4543.0;3.0;23/05/2014
149000;Seattle;USA;4.0;1700.0;9000.0;5.0;23/05/2014
526000;Seattle;USA;3.0;1680.0;1570.0;3.0;23/05/2014
527550;Snoqualmie;USA;2.0;820.0;4320.0;3.0;23/05/2014
1050000;Redmond;USA;3.0;4380.0;47044.0;3.0;23/05/2014
625000;Sammamish;USA;4.0;2600.0;5390.0;4.0;23/05/2014
950000;Bellevue;USA;4.0;3400.0;3850.0;3.0;23/05/2014
377691;Shoreline;USA;3.0;2120.0;13090.0;3.0;23/05/2014
648475;Seattle;USA;3.0;2250.0;14274.0;4.0;23/05/2014
383000;Seattle;USA;3.0;1800.0;12196.0;4.0;23/05/2014
535000;Redmond;USA;3.0;2210.0;4000.0;3.0;23/05/2014
449950;Seattle;USA;3.0;1560.0;9788.0;3.0;23/05/2014
465425;Woodinville;USA;4.0;2430.0;4748.0;3.0;23/05/2014
675000;Sammamish;USA;3.0;2560.0;14680.0;3.0;23/05/2014
599000;Seattle;USA;4.0;1960.0;11600.0;5.0;23/05/2014
416000;Redmond;USA;3.0;1110.0;7231.0;4.0;23/05/2014
595000;Seattle;USA;3.0;1030.0;9834.0;3.0;23/05/2014
200000;Renton;USA;2.0;1350.0;4614.0;3.0;23/05/2014
402000;Issaquah;USA;4.0;1540.0;115434.0;4.0;23/05/2014
433000;Bellevue;USA;4.0;1830.0;8734.0;4.0;23/05/2014
275000;Federal Way;USA;3.0;1930.0;1348.0;3.0;23/05/2014
410000;Kirkland;USA;3.0;1650.0;6400.0;4.0;23/05/2014
554820;Burien;USA;4.0;3510.0;9400.0;3.0;23/05/2014
1325000;Seattle;USA;5.0;3370.0;7947.0;3.0;23/05/2014
735000;Redmond;USA;3.0;2390.0;34041.0;3.0;23/05/2014
607000;Bellevue;USA;3.0;1230.0;6000.0;4.0;23/05/2014
549900;Auburn;USA;3.0;2830.0;3496.0;3.0;23/05/2014
258000;Maple Valley;USA;3.0;1620.0;30736.0;4.0;23/05/2014
661254;Seattle;USA;4.0;2290.0;5350.0;4.0;23/05/2014
945000;Clyde Hill;USA;4.0;2840.0;12866.0;4.0;23/05/2014
799950;Auburn;USA;5.0;4220.0;26784.0;3.0;23/05/2014
132500;Auburn;USA;2.0;1080.0;2674.0;4.0;23/05/2014
467100;Redmond;USA;3.0;1620.0;30736.0;4.0;23/05/2014
1610000;Mercer Island;USA;5.0;4390.0;11250.0;3.0;23/05/2014
641000;Seattle;USA;3.0;1620.0;30736.0;4.0;23/05/2014
350000;Shoreline;USA;2.0;1010.0;9219.0;4.0;23/05/2014
335000;Renton;USA;3.0;1750.0;7020.0;3.0;23/05/2014
900000;Auburn;USA;4.0;4080.0;18362.0;4.0;23/05/2014
440000;Issaquah;USA;3.0;2560.0;14680.0;3.0;23/05/2014
464600;Seattle;USA;4.0;1120.0;5427.0;3.0;23/05/2014
1200000;Redmond;USA;4.0;4740.0;126759.0;4.0;23/05/2014
300000;Seattle;USA;3.0;1340.0;13750.0;4.0;23/05/2014
670500;Seattle;USA;4.0;1590.0;131551.0;4.0;23/05/2014
552000;Seattle;USA;3.0;1430.0;8960.0;4.0;23/05/2014
244000;Seattle;USA;3.0;1450.0;7200.0;3.0;23/05/2014
788600;Redmond;USA;4.0;3500.0;8750.0;5.0;23/05/2014
445000;Renton;USA;3.0;1630.0;7700.0;3.0;23/05/2014
530000;Seattle;USA;4.0;1814.0;5000.0;4.0;23/05/2014
90000;Seattle;USA;2.0;580.0;7500.0;3.0;23/05/2014
585000;Seattle;USA;3.0;1670.0;1596.0;3.0;23/05/2014
498000;Kirkland;USA;3.0;1140.0;10400.0;4.0;23/05/2014
379000;Seattle;USA;2.0;800.0;6500.0;4.0;23/05/2014
462000;Seattle;USA;3.0;1300.0;6710.0;4.0;23/05/2014
388000;Renton;USA;4.0;2440.0;11005.0;3.0;23/05/2014
255000;Kent;USA;3.0;1490.0;8102.0;4.0;23/05/2014
665000;Bellevue;USA;3.0;1800.0;12196.0;4.0;23/05/2014
550000;Bellevue;USA;4.0;1830.0;8734.0;4.0;23/05/2014
606000;Seattle;USA;5.0;1500.0;7112.0;5.0;23/05/2014
334000;Seattle;USA;3.0;2210.0;4000.0;3.0;23/05/2014
360000;Seattle;USA;3.0;1270.0;1413.0;3.0;23/05/2014
235000;Seattle;USA;3.0;1140.0;10400.0;4.0;23/05/2014
580000;Seattle;USA;3.0;1620.0;30736.0;4.0;23/05/2014
355000;Seattle;USA;3.0;1220.0;1330.0;3.0;23/05/2014
375000;Seattle;USA;2.0;750.0;5120.0;4.0;23/05/2014
372000;North Bend;USA;4.0;1960.0;11600.0;5.0;24/05/2014
479000;Seattle;USA;3.0;1370.0;78408.0;5.0;24/05/2014
2000000;Sammamish;USA;5.0;4580.0;4443.0;3.0;24/05/2014
1680000;Carnation;USA;4.0;5584.0;68257.0;3.0;24/05/2014
501000;Seattle;USA;2.0;1010.0;9219.0;4.0;24/05/2014
245000;Maple Valley;USA;2.0;1260.0;1575.0;3.0;24/05/2014
496700;Issaquah;USA;3.0;1740.0;4200.0;4.0;24/05/2014
347000;Auburn;USA;3.0;2670.0;10481.0;3.0;24/05/2014
199000;Renton;USA;1.0;720.0;6000.0;3.0;24/05/2014
440500;Snoqualmie;USA;3.0;2460.0;41343.0;4.0;24/05/2014
820000;Sammamish;USA;4.0;3670.0;9958.0;3.0;24/05/2014
325000;SeaTac;USA;4.0;2630.0;16475.0;4.0;25/05/2014
195000;Enumclaw;USA;3.0;1570.0;7200.0;4.0;25/05/2014
675000;Redmond;USA;4.0;2980.0;8051.0;4.0;25/05/2014
295000;Maple Valley;USA;3.0;1560.0;9788.0;3.0;25/05/2014
355300;Shoreline;USA;3.0;1620.0;30736.0;4.0;25/05/2014
276000;Seattle;USA;3.0;1140.0;10400.0;4.0;26/05/2014
460000;Duvall;USA;5.0;2730.0;22572.0;3.0;26/05/2014
880000;Woodinville;USA;2.0;2130.0;4920.0;4.0;26/05/2014
370000;Shoreline;USA;3.0;1780.0;5720.0;5.0;26/05/2014
346000;Renton;USA;4.0;2100.0;4857.0;3.0;26/05/2014
172500;Auburn;USA;3.0;1140.0;10400.0;4.0;26/05/2014
379950;Kenmore;USA;2.0;1690.0;4500.0;3.0;26/05/2014
468000;Seattle;USA;2.0;1160.0;1458.0;3.0;27/05/2014
477000;Seattle;USA;3.0;1720.0;7885.0;3.0;27/05/2014
529000;Seattle;USA;2.0;1210.0;7507.0;3.0;27/05/2014
312000;Seattle;USA;3.0;1255.0;1374.0;3.0;27/05/2014
326100;Seattle;USA;2.0;880.0;6780.0;4.0;27/05/2014
360000;Seattle;USA;2.0;1050.0;5000.0;5.0;27/05/2014
438000;Kenmore;USA;3.0;1650.0;6400.0;4.0;27/05/2014
360000;Shoreline;USA;3.0;1570.0;7200.0;4.0;27/05/2014
1050000;Seattle;USA;4.0;2920.0;33976.0;5.0;27/05/2014
688000;Seattle;USA;4.0;3000.0;5470.0;3.0;27/05/2014
585000;Issaquah;USA;3.0;1850.0;5100.0;3.0;27/05/2014
265000;Kent;USA;4.0;1440.0;3600.0;4.0;27/05/2014
375000;Kirkland;USA;4.0;1440.0;3600.0;4.0;27/05/2014
326500;Woodinville;USA;4.0;1810.0;7500.0;2.0;27/05/2014
160000;Seattle;USA;3.0;1180.0;7793.0;4.0;27/05/2014
1570000;Seattle;USA;4.0;3070.0;8086.0;3.0;27/05/2014
735000;Sammamish;USA;5.0;3390.0;9760.0;5.0;27/05/2014
400000;Seattle;USA;4.0;1470.0;8395.0;4.0;27/05/2014
800000;Kirkland;USA;4.0;2680.0;5539.0;3.0;27/05/2014
949880;Bellevue;USA;4.0;2290.0;5350.0;4.0;27/05/2014
405000;Shoreline;USA;3.0;1980.0;6250.0;5.0;27/05/2014
399000;Renton;USA;4.0;2870.0;6280.0;4.0;27/05/2014
730001;Seattle;USA;4.0;1840.0;1562.0;3.0;27/05/2014
1795000;Mercer Island;USA;4.0;4060.0;19290.0;3.0;27/05/2014
260000;Pacific;USA;3.0;1630.0;7700.0;3.0;27/05/2014
751750;Seattle;USA;3.0;1880.0;11249.0;3.0;27/05/2014
325000;Kent;USA;3.0;1780.0;5720.0;5.0;27/05/2014
344950;Kent;USA;4.0;2330.0;3920.0;3.0;27/05/2014
457500;Seattle;USA;4.0;1840.0;1562.0;3.0;27/05/2014
389000;Kenmore;USA;4.0;2330.0;3920.0;3.0;27/05/2014
515000;Renton;USA;6.0;3200.0;9200.0;4.0;27/05/2014
732000;Seattle;USA;4.0;2330.0;3920.0;3.0;27/05/2014
415000;Shoreline;USA;3.0;1950.0;5689.0;3.0;27/05/2014
1655000;Seattle;USA;4.0;3080.0;35430.0;3.0;27/05/2014
535000;Seattle;USA;3.0;1040.0;8892.0;4.0;27/05/2014
540000;Seattle;USA;4.0;1960.0;11600.0;5.0;27/05/2014
525000;Seattle;USA;3.0;2750.0;18029.0;5.0;27/05/2014
570000;Woodinville;USA;3.0;1930.0;1348.0;3.0;27/05/2014
569950;Federal Way;USA;4.0;4850.0;12445.0;5.0;27/05/2014
283200;Kent;USA;4.0;1982.0;6406.0;3.0;27/05/2014
1100000;Seattle;USA;5.0;2640.0;6895.0;3.0;27/05/2014
830000;Redmond;USA;3.0;1850.0;5100.0;3.0;27/05/2014
495000;Bellevue;USA;4.0;1940.0;6206.0;3.0;27/05/2014
292050;Tukwila;USA;4.0;2840.0;12866.0;4.0;27/05/2014
415000;Kirkland;USA;4.0;1900.0;7200.0;3.0;27/05/2014
295832;Des Moines;USA;3.0;1410.0;8053.0;4.0;27/05/2014
450000;Duvall;USA;5.0;2520.0;16100.0;4.0;27/05/2014
1381000;Mercer Island;USA;4.0;3160.0;13194.0;5.0;27/05/2014
857000;Kirkland;USA;4.0;3720.0;57499.0;3.0;27/05/2014
499950;Seattle;USA;3.0;1820.0;8008.0;3.0;27/05/2014
465000;Kirkland;USA;3.0;1560.0;9788.0;3.0;27/05/2014
329000;Seattle;USA;3.0;1600.0;3573.0;3.0;27/05/2014
475000;Redmond;USA;3.0;1230.0;6000.0;4.0;27/05/2014
255000;Shoreline;USA;3.0;960.0;8106.0;3.0;27/05/2014
435000;Seattle;USA;3.0;1270.0;1413.0;3.0;27/05/2014
685000;Bellevue;USA;3.0;2810.0;18731.0;4.0;27/05/2014
715000;Redmond;USA;4.0;2160.0;8119.0;3.0;27/05/2014
780000;Seattle;USA;5.0;2520.0;16100.0;4.0;27/05/2014
345000;Seattle;USA;3.0;1180.0;7793.0;4.0;27/05/2014
355000;Renton;USA;4.0;1810.0;7500.0;2.0;27/05/2014
282000;Kent;USA;3.0;1680.0;1570.0;3.0;27/05/2014
244000;Burien;USA;2.0;910.0;9612.0;4.0;27/05/2014
967500;Seattle;USA;4.0;3250.0;16684.0;3.0;27/05/2014
375000;Seattle;USA;5.0;2000.0;7900.0;4.0;27/05/2014
1600000;Seattle;USA;3.0;3790.0;5001.0;3.0;27/05/2014
527500;Issaquah;USA;4.0;2310.0;68824.0;4.0;27/05/2014
994000;Seattle;USA;4.0;2510.0;4543.0;3.0;27/05/2014
313000;Shoreline;USA;2.0;1320.0;8830.0;3.0;27/05/2014
587000;Redmond;USA;4.0;2370.0;3672.0;5.0;27/05/2014
304000;Kirkland;USA;2.0;900.0;9260.0;3.0;27/05/2014
675000;Seattle;USA;4.0;2540.0;5001.0;3.0;27/05/2014
305000;Renton;USA;4.0;2100.0;4857.0;3.0;27/05/2014
280000;Seattle;USA;3.0;1200.0;7280.0;4.0;27/05/2014
960000;Sammamish;USA;4.0;3720.0;57499.0;3.0;27/05/2014
500000;Issaquah;USA;3.0;1760.0;6875.0;4.0;27/05/2014
274950;Covington;USA;3.0;1670.0;1596.0;3.0;27/05/2014
455600;Snoqualmie;USA;4.0;2420.0;10200.0;4.0;27/05/2014
970000;Mercer Island;USA;5.0;3480.0;36615.0;4.0;27/05/2014
312900;Maple Valley;USA;3.0;1630.0;7700.0;3.0;27/05/2014
535000;Seattle;USA;3.0;2340.0;5957.0;3.0;27/05/2014
427000;Seattle;USA;2.0;920.0;1598.0;3.0;27/05/2014
405000;Seattle;USA;2.0;910.0;9612.0;4.0;27/05/2014
480000;Seattle;USA;3.0;1150.0;887.0;3.0;27/05/2014
725000;Seattle;USA;4.0;2500.0;5801.0;3.0;27/05/2014
293000;Auburn;USA;4.0;3250.0;16684.0;3.0;27/05/2014
268000;Burien;USA;3.0;1930.0;1348.0;3.0;27/05/2014
475000;Vashon;USA;4.0;3400.0;3850.0;3.0;27/05/2014
488000;Seattle;USA;4.0;1590.0;131551.0;4.0;27/05/2014
760000;Redmond;USA;4.0;3330.0;9143.0;4.0;27/05/2014
1710000;Kirkland;USA;4.0;4590.0;9150.0;3.0;27/05/2014
754950;Kirkland;USA;4.0;2610.0;5140.0;3.0;27/05/2014
263900;Des Moines;USA;3.0;1658.0;2700.0;3.0;27/05/2014
460000;Seattle;USA;3.0;1600.0;3573.0;3.0;27/05/2014
399950;Seattle;USA;3.0;1296.0;1051.0;3.0;27/05/2014
370000;Seattle;USA;3.0;1280.0;7524.0;4.0;27/05/2014
1149000;Snoqualmie;USA;4.0;5940.0;11533.0;3.0;27/05/2014
450800;Renton;USA;4.0;2510.0;4543.0;3.0;27/05/2014
627000;Issaquah;USA;3.0;2710.0;19000.0;4.0;27/05/2014
495000;Seattle;USA;3.0;1750.0;7020.0;3.0;27/05/2014
310000;Kenmore;USA;3.0;1430.0;8960.0;4.0;28/05/2014
550000;Redmond;USA;4.0;1660.0;8063.0;4.0;28/05/2014
215000;Burien;USA;2.0;1320.0;8830.0;3.0;28/05/2014
799000;Redmond;USA;7.0;2580.0;5750.0;4.0;28/05/2014
630000;Woodinville;USA;5.0;2740.0;5616.0;5.0;28/05/2014
267000;Federal Way;USA;3.0;2495.0;4400.0;3.0;28/05/2014
900000;Mercer Island;USA;3.0;2300.0;13418.0;3.0;28/05/2014
365000;Kenmore;USA;3.0;1300.0;6710.0;4.0;28/05/2014
544500;Issaquah;USA;4.0;2230.0;4372.0;5.0;28/05/2014
599000;Seattle;USA;3.0;2020.0;8555.0;4.0;28/05/2014
815000;Seattle;USA;5.0;2000.0;7900.0;4.0;28/05/2014
254000;Shoreline;USA;3.0;1060.0;7920.0;4.0;28/05/2014
740000;Seattle;USA;4.0;2080.0;3500.0;5.0;28/05/2014
225000;Auburn;USA;4.0;2030.0;9300.0;4.0;28/05/2014
925000;Seattle;USA;4.0;2690.0;18653.0;3.0;28/05/2014
1285000;Seattle;USA;5.0;3240.0;6863.0;3.0;28/05/2014
537000;Kirkland;USA;3.0;1550.0;4980.0;3.0;28/05/2014
335000;Seattle;USA;3.0;1480.0;8394.0;4.0;28/05/2014
840000;Seattle;USA;4.0;3040.0;36246.0;3.0;28/05/2014
224000;Auburn;USA;3.0;1560.0;9788.0;3.0;28/05/2014
395000;Renton;USA;3.0;2250.0;14274.0;4.0;28/05/2014
450000;Seattle;USA;3.0;1100.0;8560.0;3.0;28/05/2014
681000;Seattle;USA;4.0;1700.0;9000.0;5.0;28/05/2014
898000;Bellevue;USA;4.0;2680.0;5539.0;3.0;28/05/2014
370000;Seattle;USA;2.0;800.0;6500.0;4.0;28/05/2014
429000;Redmond;USA;2.0;1350.0;4614.0;3.0;28/05/2014
150000;Seattle;USA;2.0;820.0;4320.0;3.0;28/05/2014
555000;Bothell;USA;4.0;3160.0;13194.0;5.0;28/05/2014
326000;Renton;USA;3.0;1720.0;7885.0;3.0;28/05/2014
225000;Auburn;USA;3.0;1680.0;1570.0;3.0;28/05/2014
245100;Auburn;USA;3.0;1300.0;6710.0;4.0;28/05/2014
665000;Sammamish;USA;3.0;2190.0;11394.0;3.0;28/05/2014
535000;Issaquah;USA;3.0;1720.0;7885.0;3.0;28/05/2014
305000;Woodinville;USA;2.0;1160.0;1458.0;3.0;28/05/2014
999000;Bellevue;USA;4.0;3150.0;67518.0;4.0;28/05/2014
215000;Pacific;USA;2.0;1210.0;7507.0;3.0;28/05/2014
432500;Seattle;USA;3.0;1980.0;6250.0;5.0;28/05/2014
655000;Sammamish;USA;4.0;2990.0;8913.0;4.0;28/05/2014
266200;Renton;USA;3.0;1430.0;8960.0;4.0;28/05/2014
244615;Kent;USA;4.0;2060.0;7283.0;3.0;28/05/2014
460000;Kent;USA;4.0;2230.0;4372.0;5.0;28/05/2014
370000;Federal Way;USA;4.0;3090.0;6744.0;3.0;28/05/2014
465000;Federal Way;USA;4.0;4250.0;8570.0;3.0;28/05/2014
1175000;Seattle;USA;3.0;1970.0;11088.0;4.0;28/05/2014
189000;Auburn;USA;4.0;1700.0;9000.0;5.0;28/05/2014
820000;Seattle;USA;4.0;2510.0;4543.0;3.0;28/05/2014
968000;Sammamish;USA;4.0;3610.0;8580.0;3.0;28/05/2014
1400000;Seattle;USA;4.0;2980.0;8051.0;4.0;28/05/2014
438750;Seattle;USA;3.0;1610.0;15005.0;4.0;28/05/2014
1210000;Seattle;USA;4.0;3650.0;38546.0;3.0;28/05/2014
600000;Kirkland;USA;4.0;2510.0;4543.0;3.0;28/05/2014
589000;Seattle;USA;3.0;1110.0;7231.0;4.0;28/05/2014
590000;Seattle;USA;3.0;1650.0;6400.0;4.0;28/05/2014
479900;Kent;USA;3.0;1980.0;6250.0;5.0;28/05/2014
210000;Seattle;USA;2.0;880.0;6780.0;4.0;28/05/2014
745000;Beaux Arts Village;USA;3.0;1490.0;8102.0;4.0;28/05/2014
840500;Seattle;USA;5.0;2520.0;16100.0;4.0;28/05/2014
420000;Redmond;USA;3.0;1820.0;8008.0;3.0;28/05/2014
565000;Seattle;USA;4.0;4140.0;7089.0;3.0;28/05/2014
840000;Sammamish;USA;3.0;3420.0;25150.0;4.0;28/05/2014
681716;Renton;USA;4.0;3150.0;67518.0;4.0;28/05/2014
600000;Bellevue;USA;4.0;1580.0;5340.0;3.0;28/05/2014
380000;Seattle;USA;4.0;1660.0;8063.0;4.0;28/05/2014
168500;Covington;USA;3.0;1100.0;8560.0;3.0;28/05/2014
355000;Seattle;USA;3.0;1270.0;1413.0;3.0;28/05/2014
277000;Seattle;USA;3.0;1450.0;7200.0;3.0;28/05/2014
236000;Federal Way;USA;4.0;1830.0;8734.0;4.0;28/05/2014
270000;Seattle;USA;3.0;1300.0;6710.0;4.0;28/05/2014
700000;Seattle;USA;3.0;2320.0;10960.0;3.0;28/05/2014
425000;Kenmore;USA;3.0;1680.0;1570.0;3.0;28/05/2014
635000;Seattle;USA;3.0;2300.0;13418.0;3.0;28/05/2014
510250;Seattle;USA;3.0;1400.0;6956.0;4.0;28/05/2014
960000;Seattle;USA;2.0;2410.0;102366.0;4.0;28/05/2014
254000;Maple Valley;USA;3.0;1480.0;8394.0;4.0;28/05/2014
299000;Shoreline;USA;3.0;1390.0;1484.0;3.0;28/05/2014
175000;Maple Valley;USA;2.0;830.0;1858.0;3.0;28/05/2014
157500;Kent;USA;2.0;740.0;7680.0;4.0;28/05/2014
580000;Seattle;USA;4.0;1940.0;6206.0;3.0;28/05/2014
124740;Kent;USA;3.0;1340.0;13750.0;4.0;28/05/2014
1970000;Seattle;USA;4.0;4440.0;10660.0;3.0;28/05/2014
285000;Seattle;USA;2.0;800.0;6500.0;4.0;28/05/2014
242000;SeaTac;USA;3.0;1310.0;7300.0;3.0;28/05/2014
840000;Seattle;USA;4.0;2330.0;3920.0;3.0;28/05/2014
474800;Seattle;USA;3.0;1400.0;6956.0;4.0;28/05/2014
490000;Woodinville;USA;2.0;2360.0;11340.0;3.0;28/05/2014
465000;Kirkland;USA;4.0;1840.0;1562.0;3.0;28/05/2014
515000;Snoqualmie;USA;4.0;2680.0;5539.0;3.0;28/05/2014
430000;Seattle;USA;3.0;3890.0;7216.0;3.0;28/05/2014
253400;Federal Way;USA;3.0;1400.0;6956.0;4.0;28/05/2014
355000;Federal Way;USA;4.0;2400.0;6137.0;3.0;28/05/2014
740000;Fall City;USA;4.0;2920.0;33976.0;5.0;28/05/2014
186950;Federal Way;USA;3.0;1390.0;1484.0;3.0;28/05/2014
306000;Renton;USA;3.0;1680.0;1570.0;3.0;28/05/2014
510000;Bellevue;USA;4.0;2040.0;21781.0;3.0;28/05/2014
345000;Seattle;USA;2.0;1080.0;2674.0;4.0;28/05/2014
875000;Seattle;USA;3.0;2280.0;2289.0;3.0;28/05/2014
700000;Snoqualmie;USA;4.0;4490.0;5099.0;3.0;28/05/2014
1400000;Seattle;USA;4.0;4700.0;9160.0;3.0;28/05/2014
499950;Renton;USA;4.0;2798.0;4473.0;3.0;28/05/2014
739000;Redmond;USA;3.0;2810.0;18731.0;4.0;28/05/2014
363000;Federal Way;USA;4.0;3753.0;7204.0;3.0;28/05/2014
782000;Issaquah;USA;3.0;3910.0;19023.0;3.0;28/05/2014
325000;Seattle;USA;2.0;1050.0;5000.0;5.0;28/05/2014
485000;Seattle;USA;3.0;1600.0;3573.0;3.0;29/05/2014
452000;Kenmore;USA;3.0;2590.0;15229.0;3.0;29/05/2014
264950;Federal Way;USA;3.0;1720.0;7885.0;3.0;29/05/2014
472000;Federal Way;USA;4.0;4410.0;36200.0;3.0;29/05/2014
267500;SeaTac;USA;4.0;1590.0;131551.0;4.0;29/05/2014
565000;Redmond;USA;4.0;2440.0;11005.0;3.0;29/05/2014
535000;Seattle;USA;4.0;1360.0;13372.0;3.0;29/05/2014
389000;Seattle;USA;2.0;910.0;9612.0;4.0;29/05/2014
400000;Seattle;USA;3.0;1390.0;1484.0;3.0;29/05/2014
264000;Kent;USA;4.0;1470.0;8395.0;4.0;29/05/2014
690000;Issaquah;USA;4.0;2920.0;33976.0;5.0;29/05/2014
412000;Kent;USA;3.0;1950.0;5689.0;3.0;29/05/2014
695000;Sammamish;USA;3.0;2390.0;34041.0;3.0;29/05/2014
246500;Kent;USA;3.0;1270.0;1413.0;3.0;29/05/2014
230000;Renton;USA;3.0;950.0;9400.0;4.0;29/05/2014
302000;Enumclaw;USA;2.0;900.0;9260.0;3.0;29/05/2014
820000;Seattle;USA;3.0;2280.0;2289.0;3.0;29/05/2014
145000;SeaTac;USA;2.0;1010.0;9219.0;4.0;29/05/2014
436500;Seattle;USA;2.0;1260.0;1575.0;3.0;29/05/2014
2453500;Seattle;USA;4.0;4730.0;13586.0;5.0;29/05/2014
672000;Redmond;USA;4.0;2620.0;6178.0;3.0;29/05/2014
680000;Seattle;USA;4.0;2330.0;3920.0;3.0;29/05/2014
750500;Seattle;USA;4.0;2170.0;10500.0;4.0;29/05/2014
550000;Seattle;USA;5.0;2450.0;6994.0;3.0;29/05/2014
266500;Federal Way;USA;3.0;1880.0;11249.0;3.0;29/05/2014
619000;Seattle;USA;3.0;2300.0;13418.0;3.0;29/05/2014
405000;Redmond;USA;2.0;1240.0;3000.0;3.0;29/05/2014
300000;Seattle;USA;2.0;820.0;4320.0;3.0;29/05/2014
231000;Renton;USA;2.0;1530.0;3503.0;4.0;29/05/2014
790000;Bellevue;USA;5.0;2900.0;10300.0;3.0;29/05/2014
400000;Seattle;USA;2.0;1240.0;3000.0;3.0;29/05/2014
950000;Newcastle;USA;4.0;4140.0;7089.0;3.0;29/05/2014
450000;Seattle;USA;4.0;2240.0;8504.0;3.0;29/05/2014
595000;Seattle;USA;3.0;1480.0;8394.0;4.0;29/05/2014
332000;Renton;USA;5.0;2270.0;6300.0;3.0;29/05/2014
155000;Seattle;USA;4.0;1250.0;7400.0;5.0;29/05/2014
400000;Kenmore;USA;3.0;1930.0;1348.0;3.0;29/05/2014
349000;Renton;USA;4.0;1700.0;9000.0;5.0;29/05/2014
529000;Seattle;USA;4.0;1590.0;131551.0;4.0;29/05/2014
405000;Kirkland;USA;3.0;1880.0;11249.0;3.0;29/05/2014
635200;Seattle;USA;3.0;1640.0;2808.0;4.0;29/05/2014
540000;Seattle;USA;4.0;2600.0;5390.0;4.0;29/05/2014
402000;Seattle;USA;2.0;710.0;7200.0;3.0;29/05/2014
3100000;Mercer Island;USA;6.0;6980.0;15682.0;4.0;29/05/2014
329932;Seattle;USA;3.0;1460.0;10311.0;4.0;29/05/2014
300000;Federal Way;USA;4.0;2080.0;3500.0;5.0;29/05/2014
